alert_a,alert_b,label
42896,42899,1
42894,42896,1
42896,42898,1
42897,42899,1
42894,42895,1
42895,42899,1
42894,42898,1
42896,42897,1
42894,42897,1
42897,42898,1
23305,23306,1
2168470,2168471,1
2168470,2168472,1
2168470,2168473,1
2168471,2168472,1
2168471,2168473,1
2168472,2168473,1
2189011,2189012,1
2189009,2189011,1
2189010,2189011,1
2189008,2189010,1
2189009,2189010,1
2189007,2189009,1
2189007,2189012,1
2189009,2189012,1
2189010,2189012,1
2189007,2189008,1
667034,667035,1
2225846,2225847,1
2225846,2225848,1
2225846,2225849,1
2225847,2225848,1
2225847,2225849,1
2225848,2225849,1
16499,16504,1
16498,16508,1
16508,16510,1
16501,16514,1
16499,16515,1
16497,16505,1
16502,16506,1
16506,16512,1
16501,16502,1
16498,16509,1
11689,11690,1
11689,11691,1
11690,11691,1
2241381,2241385,1
2241382,2241384,1
2241383,2241384,1
2241382,2241383,1
2241380,2241384,1
2241380,2241383,1
2241382,2241385,1
2241383,2241385,1
2241380,2241382,1
2241381,2241382,1
7628,7631,1
7628,7633,1
7629,7633,1
7628,7629,1
7630,7633,1
7628,7632,1
7631,7633,1
7629,7632,1
7632,7633,1
7631,7632,1
2276485,2276486,1
2272884,2272885,1
2296615,2296616,1
2190447,2190450,1
2190448,2190450,1
2190444,2190447,1
2190449,2190450,1
2190445,2190450,1
2190446,2190449,1
2190447,2190448,1
2190445,2190448,1
2190444,2190445,1
2190446,2190448,1
2296484,2296485,1
2296482,2296484,1
2296486,2296487,1
2296483,2296487,1
2296481,2296483,1
2296485,2296487,1
2296483,2296486,1
2296482,2296486,1
2296484,2296486,1
2296485,2296486,1
2259834,2259835,1
2179246,2179247,1
2179246,2179248,1
2179247,2179248,1
2195672,2195674,1
2195671,2195672,1
2195668,2195674,1
2195670,2195671,1
2195668,2195670,1
2195669,2195671,1
2195671,2195673,1
2195669,2195670,1
2195668,2195672,1
2195669,2195673,1
2234383,2234384,1
24153,24154,1
17038,17039,1
628644,628662,1
628629,628651,1
628638,628663,1
628629,628637,1
628646,628652,1
628639,628655,1
628657,628661,1
628630,628639,1
628640,628648,1
628637,628647,1
2174149,2174152,1
2174150,2174153,1
2174152,2174155,1
2174147,2174155,1
2174148,2174152,1
2174153,2174155,1
2174146,2174149,1
2174154,2174155,1
2174148,2174154,1
2174146,2174151,1
2164559,2164560,1
2164559,2164561,1
2164560,2164561,1
629755,629756,1
629755,629757,1
629755,629758,1
629755,629759,1
629756,629757,1
629756,629758,1
629756,629759,1
629757,629758,1
629757,629759,1
629758,629759,1
2264050,2264051,1
15095,15098,1
15092,15100,1
15094,15100,1
15092,15096,1
15095,15099,1
15093,15100,1
15093,15096,1
15092,15098,1
15091,15092,1
15092,15097,1
9438,9439,1
2285308,2285309,1
2285308,2285312,1
2285310,2285314,1
2285311,2285313,1
2285313,2285314,1
2285309,2285313,1
2285309,2285312,1
2285308,2285310,1
2285311,2285314,1
2285309,2285311,1
612642,612647,1
612641,612645,1
612640,612641,1
612640,612644,1
612639,612642,1
612646,612647,1
612641,612647,1
612641,612646,1
612642,612645,1
612642,612644,1
665773,665775,1
665772,665777,1
665774,665775,1
665772,665774,1
665777,665778,1
665773,665774,1
665775,665777,1
665773,665776,1
665776,665777,1
665775,665776,1
42577,42578,1
2250623,2250624,1
2250623,2250625,1
2250624,2250625,1
38242,38248,1
38193,38232,1
38203,38228,1
38213,38231,1
38194,38195,1
38201,38263,1
38234,38261,1
38200,38219,1
38196,38256,1
38198,38207,1
39552,39553,1
39533,39536,1
39545,39546,1
39529,39552,1
39536,39545,1
39533,39551,1
39530,39553,1
39528,39554,1
39541,39551,1
39533,39540,1
2262787,2262788,1
2232758,2232759,1
2232758,2232760,1
2232759,2232760,1
2248815,2248816,1
1649,1650,1
2229710,2229711,1
13062,13063,1
2155775,2155776,1
2155777,2155779,1
2155774,2155775,1
2155773,2155779,1
2155773,2155776,1
2155777,2155778,1
2155776,2155777,1
2155773,2155778,1
2155774,2155776,1
2155773,2155774,1
2178919,2178920,1
2178919,2178921,1
2178920,2178921,1
2222620,2222621,1
2154909,2154912,1
2154907,2154908,1
2154901,2154903,1
2154906,2154914,1
2154914,2154916,1
2154905,2154916,1
2154904,2154914,1
2154902,2154912,1
2154903,2154904,1
2154902,2154908,1
2252502,2252503,1
2215007,2215008,1
2267350,2267351,1
2267350,2267352,1
2267350,2267353,1
2267351,2267352,1
2267351,2267353,1
2267352,2267353,1
648128,648135,1
648131,648156,1
648123,648186,1
648149,648162,1
648175,648187,1
648150,648188,1
648142,648151,1
648156,648157,1
648146,648173,1
648146,648157,1
2172141,2172149,1
2172144,2172148,1
2172139,2172148,1
2172150,2172151,1
2172143,2172147,1
2172141,2172147,1
2172145,2172152,1
2172144,2172152,1
2172140,2172146,1
2172141,2172142,1
1130,1132,1
1134,1135,1
1132,1134,1
1130,1135,1
1131,1135,1
1133,1135,1
1131,1134,1
1132,1133,1
1130,1133,1
1132,1135,1
2231133,2231134,1
2245834,2245835,1
2245834,2245836,1
2245834,2245837,1
2245834,2245838,1
2245835,2245836,1
2245835,2245837,1
2245835,2245838,1
2245836,2245837,1
2245836,2245838,1
2245837,2245838,1
2171023,2171024,1
2171023,2171025,1
2171023,2171026,1
2171023,2171027,1
2171024,2171025,1
2171024,2171026,1
2171024,2171027,1
2171025,2171026,1
2171025,2171027,1
2171026,2171027,1
2161712,2161716,1
2161711,2161714,1
2161713,2161716,1
2161714,2161716,1
2161715,2161716,1
2161714,2161715,1
2161712,2161715,1
2161711,2161715,1
2161711,2161712,1
2161712,2161713,1
12076,12077,1
12076,12078,1
12076,12079,1
12077,12078,1
12077,12079,1
12078,12079,1
33829,33830,1
33829,33831,1
33830,33831,1
2298594,2298595,1
2298592,2298596,1
2298593,2298596,1
2298593,2298595,1
2298594,2298597,1
2298592,2298597,1
2298595,2298597,1
2298593,2298597,1
2298593,2298594,1
2298595,2298596,1
2159377,2159378,1
2159377,2159379,1
2159378,2159379,1
52052,52053,1
52052,52054,1
52052,52055,1
52053,52054,1
52053,52055,1
52054,52055,1
612135,612136,1
665491,665496,1
665493,665495,1
665492,665493,1
665490,665492,1
665491,665495,1
665490,665494,1
665494,665497,1
665490,665497,1
665494,665496,1
665493,665496,1
9990,9991,1
9990,9992,1
9991,9992,1
667937,667938,1
667937,667939,1
667937,667940,1
667938,667939,1
667938,667940,1
667939,667940,1
2169693,2169694,1
2272994,2272995,1
2272994,2272996,1
2272994,2272997,1
2272995,2272996,1
2272995,2272997,1
2272996,2272997,1
2195074,2195075,1
653746,653747,1
653746,653748,1
653747,653748,1
2258494,2258495,1
2157065,2157070,1
2157065,2157069,1
2157068,2157070,1
2157065,2157066,1
2157067,2157069,1
2157068,2157069,1
2157065,2157068,1
2157066,2157069,1
2157067,2157068,1
2157065,2157067,1
28149,28150,1
28149,28151,1
28150,28151,1
612270,612271,1
612270,612272,1
612271,612272,1
617475,617476,1
617475,617477,1
617475,617478,1
617475,617479,1
617476,617477,1
617476,617478,1
617476,617479,1
617477,617478,1
617477,617479,1
617478,617479,1
2206938,2206939,1
2206938,2206940,1
2206939,2206940,1
2228285,2228286,1
1606,1607,1
1606,1608,1
1607,1608,1
2225892,2225893,1
2225892,2225894,1
2225892,2225895,1
2225892,2225896,1
2225893,2225894,1
2225893,2225895,1
2225893,2225896,1
2225894,2225895,1
2225894,2225896,1
2225895,2225896,1
2215099,2215100,1
2298382,2298383,1
2298382,2298384,1
2298382,2298385,1
2298383,2298384,1
2298383,2298385,1
2298384,2298385,1
2247520,2247521,1
2247520,2247522,1
2247521,2247522,1
663769,663770,1
2185175,2185188,1
2185184,2185187,1
2185180,2185184,1
2185183,2185191,1
2185185,2185187,1
2185177,2185183,1
2185179,2185183,1
2185176,2185190,1
2185185,2185186,1
2185181,2185183,1
2218309,2218310,1
2221303,2221304,1
2184883,2184884,1
3092,3093,1
3092,3094,1
3092,3095,1
3093,3094,1
3093,3095,1
3094,3095,1
2217017,2217020,1
2217016,2217019,1
2217017,2217019,1
2217018,2217019,1
2217016,2217018,1
2217020,2217021,1
2217017,2217018,1
2217016,2217021,1
2217017,2217021,1
2217018,2217021,1
2194108,2194109,1
2181611,2181612,1
2181610,2181615,1
2181611,2181615,1
2181609,2181612,1
2181611,2181614,1
2181614,2181615,1
2181609,2181615,1
2181609,2181611,1
2181609,2181614,1
2181610,2181613,1
2258181,2258182,1
662205,662207,1
662202,662203,1
662204,662205,1
662205,662206,1
662203,662204,1
662203,662207,1
662202,662204,1
662204,662207,1
662203,662206,1
662206,662207,1
2277524,2277525,1
2277524,2277526,1
2277525,2277526,1
2231165,2231166,1
2186940,2186941,1
2181316,2181317,1
2181181,2181188,1
2181172,2181175,1
2181190,2181191,1
2181175,2181185,1
2181185,2181188,1
2181179,2181184,1
2181172,2181177,1
2181183,2181191,1
2181182,2181183,1
2181177,2181183,1
2257394,2257395,1
2257394,2257396,1
2257395,2257396,1
2261377,2261378,1
2216299,2216303,1
2216296,2216300,1
2216297,2216299,1
2216305,2216306,1
2216296,2216303,1
2216300,2216301,1
2216300,2216306,1
2216296,2216298,1
2216304,2216307,1
2216301,2216304,1
2157485,2157486,1
2157485,2157487,1
2157485,2157488,1
2157486,2157487,1
2157486,2157488,1
2157487,2157488,1
2268953,2268954,1
2268953,2268955,1
2268953,2268956,1
2268954,2268955,1
2268954,2268956,1
2268955,2268956,1
2252917,2252918,1
2164745,2164746,1
2192093,2192098,1
2192096,2192105,1
2192100,2192111,1
2192093,2192110,1
2192104,2192111,1
2192101,2192107,1
2192092,2192101,1
2192100,2192103,1
2192096,2192106,1
2192103,2192106,1
2207061,2207076,1
2207075,2207099,1
2207046,2207088,1
2207045,2207063,1
2207050,2207081,1
2207036,2207053,1
2207060,2207087,1
2207035,2207052,1
2207055,2207077,1
2207055,2207070,1
921065,923925,1
920654,924098,1
920550,922068,1
920213,923854,1
920998,922890,1
920690,922669,1
922015,922170,1
920257,922663,1
922497,923875,1
920496,921909,1
14638,14639,1
14640,14641,1
14638,14642,1
14637,14640,1
14637,14642,1
14639,14642,1
14638,14640,1
14640,14642,1
14637,14638,1
14639,14641,1
661588,661589,1
656677,656678,1
2256341,2256346,1
2256342,2256345,1
2256341,2256342,1
2256341,2256345,1
2256342,2256346,1
2256341,2256344,1
2256344,2256346,1
2256343,2256344,1
2256341,2256343,1
2256340,2256346,1
21039,21040,1
2291026,2291029,1
2291027,2291035,1
2291033,2291035,1
2291030,2291032,1
2291029,2291035,1
2291032,2291034,1
2291030,2291035,1
2291026,2291027,1
2291031,2291036,1
2291027,2291036,1
2260560,2260561,1
2284073,2284074,1
2284073,2284075,1
2284073,2284076,1
2284074,2284075,1
2284074,2284076,1
2284075,2284076,1
2268744,2268745,1
2170057,2170058,1
2170057,2170059,1
2170057,2170060,1
2170057,2170061,1
2170058,2170059,1
2170058,2170060,1
2170058,2170061,1
2170059,2170060,1
2170059,2170061,1
2170060,2170061,1
7506,7507,1
663787,663790,1
663781,663789,1
663784,663790,1
663785,663787,1
663788,663789,1
663781,663782,1
663785,663786,1
663784,663789,1
663784,663788,1
663783,663784,1
2264945,2264949,1
2264946,2264950,1
2264945,2264948,1
2264947,2264948,1
2264946,2264949,1
2264949,2264950,1
2264947,2264950,1
2264946,2264948,1
2264948,2264950,1
2264945,2264946,1
2157189,2157190,1
2157189,2157191,1
2157189,2157192,1
2157189,2157193,1
2157190,2157191,1
2157190,2157192,1
2157190,2157193,1
2157191,2157192,1
2157191,2157193,1
2157192,2157193,1
17552,17553,1
17552,17554,1
17552,17555,1
17553,17554,1
17553,17555,1
17554,17555,1
2183922,2183926,1
2183918,2183923,1
2183913,2183922,1
2183924,2183925,1
2183923,2183925,1
2183912,2183923,1
2183913,2183917,1
2183919,2183923,1
2183919,2183920,1
2183920,2183926,1
2237515,2237516,1
2237515,2237517,1
2237515,2237518,1
2237516,2237517,1
2237516,2237518,1
2237517,2237518,1
51517,51518,1
51517,51519,1
51517,51520,1
51518,51519,1
51518,51520,1
51519,51520,1
2228366,2228367,1
2291448,2291450,1
2291410,2291417,1
2291430,2291450,1
2291422,2291438,1
2291423,2291446,1
2291402,2291433,1
2291413,2291423,1
2291406,2291439,1
2291399,2291403,1
2291397,2291445,1
2245207,2245208,1
2164946,2164947,1
6118,6124,1
6119,6122,1
6122,6123,1
6120,6123,1
6119,6121,1
6118,6123,1
6121,6123,1
6119,6124,1
6118,6122,1
6121,6122,1
639312,639316,1
639310,639313,1
639310,639316,1
639313,639316,1
639312,639313,1
639315,639316,1
639311,639315,1
639313,639315,1
639313,639314,1
639314,639316,1
33868,33869,1
33868,33870,1
33868,33871,1
33869,33870,1
33869,33871,1
33870,33871,1
2206530,2206533,1
2206531,2206534,1
2206532,2206533,1
2206529,2206532,1
2206531,2206533,1
2206529,2206534,1
2206531,2206532,1
2206529,2206530,1
2206529,2206533,1
2206532,2206534,1
51839,51840,1
19765,19766,1
19765,19767,1
19766,19767,1
663934,663935,1
622754,622758,1
622770,622771,1
622738,622761,1
622756,622785,1
622732,622746,1
622752,622753,1
622728,622746,1
622730,622749,1
622734,622784,1
622749,622764,1
2284558,2284562,1
2284559,2284562,1
2284560,2284561,1
2284557,2284559,1
2284558,2284561,1
2284559,2284561,1
2284557,2284558,1
2284559,2284560,1
2284557,2284561,1
2284560,2284562,1
2151203,2151205,1
2151204,2151208,1
2151207,2151209,1
2151203,2151204,1
2151205,2151209,1
2151204,2151207,1
2151205,2151208,1
2151203,2151209,1
2151206,2151208,1
2151204,2151209,1
2814,2815,1
2814,2816,1
2815,2816,1
2247903,2247905,1
2247901,2247905,1
2247904,2247905,1
2247899,2247905,1
2247902,2247905,1
2247899,2247902,1
2247902,2247904,1
2247899,2247901,1
2247901,2247903,1
2247899,2247904,1
2172817,2172818,1
17590,17591,1
2252732,2252733,1
2252732,2252734,1
2252733,2252734,1
12585,12586,1
2191400,2191401,1
28413,28414,1
15875,15879,1
15882,15884,1
15875,15884,1
15877,15880,1
15882,15883,1
15876,15879,1
15881,15882,1
15878,15883,1
15877,15879,1
15875,15876,1
2269354,2269355,1
2290626,2290627,1
2169888,2169892,1
2169891,2169893,1
2169888,2169889,1
2169889,2169892,1
2169888,2169891,1
2169889,2169891,1
2169888,2169890,1
2169888,2169893,1
2169889,2169893,1
2169890,2169892,1
2224809,2224810,1
2252178,2252179,1
25177,25178,1
25177,25179,1
25178,25179,1
39281,39282,1
39281,39283,1
39282,39283,1
634646,634647,1
634646,634648,1
634647,634648,1
22181,22185,1
22181,22184,1
22184,22185,1
22182,22184,1
22180,22181,1
22181,22183,1
22183,22185,1
22182,22183,1
22180,22183,1
22183,22184,1
2150988,2150989,1
10188,10196,1
10193,10196,1
10195,10198,1
10188,10191,1
10189,10196,1
10191,10199,1
10195,10197,1
10187,10193,1
10194,10198,1
10189,10198,1
2212489,2212490,1
2161221,2161222,1
2161221,2161223,1
2161221,2161224,1
2161222,2161223,1
2161222,2161224,1
2161223,2161224,1
2214165,2214166,1
666950,666951,1
656627,656629,1
656627,656632,1
656631,656634,1
656626,656634,1
656632,656634,1
656631,656633,1
656626,656633,1
656629,656633,1
656626,656630,1
656628,656632,1
2291084,2291088,1
2291081,2291088,1
2291083,2291086,1
2291081,2291085,1
2291082,2291083,1
2291082,2291086,1
2291083,2291085,1
2291085,2291086,1
2291082,2291088,1
2291084,2291085,1
2248013,2248019,1
2248017,2248018,1
2248014,2248017,1
2248010,2248014,1
2248011,2248014,1
2248011,2248017,1
2248013,2248014,1
2248012,2248017,1
2248014,2248019,1
2248013,2248017,1
2215319,2215320,1
2215319,2215321,1
2215319,2215322,1
2215320,2215321,1
2215320,2215322,1
2215321,2215322,1
2159308,2159309,1
2247777,2247778,1
2159658,2159672,1
2159662,2159673,1
2159652,2159676,1
2159668,2159672,1
2159651,2159659,1
2159662,2159665,1
2159664,2159675,1
2159654,2159670,1
2159657,2159671,1
2159655,2159671,1
2156305,2156306,1
2173247,2173248,1
645912,645915,1
645913,645914,1
645904,645911,1
645905,645917,1
645909,645916,1
645902,645904,1
645906,645909,1
645904,645909,1
645903,645908,1
645907,645912,1
2225224,2225225,1
2251485,2251488,1
2251482,2251485,1
2251483,2251488,1
2251481,2251483,1
2251485,2251487,1
2251482,2251487,1
2251481,2251488,1
2251481,2251482,1
2251483,2251487,1
2251481,2251485,1
2284202,2284204,1
2284197,2284204,1
2284205,2284208,1
2284198,2284199,1
2284201,2284205,1
2284203,2284204,1
2284198,2284204,1
2284198,2284200,1
2284197,2284198,1
2284197,2284201,1
661644,661645,1
661644,661646,1
661644,661647,1
661644,661648,1
661645,661646,1
661645,661647,1
661645,661648,1
661646,661647,1
661646,661648,1
661647,661648,1
657868,657869,1
2296521,2296523,1
2296522,2296523,1
2296521,2296526,1
2296522,2296526,1
2296524,2296525,1
2296525,2296526,1
2296521,2296525,1
2296522,2296525,1
2296521,2296524,1
2296524,2296526,1
2257834,2257835,1
2164411,2164412,1
50284,50285,1
2210821,2210822,1
2224442,2224443,1
662279,662280,1
662279,662281,1
662279,662282,1
662280,662281,1
662280,662282,1
662281,662282,1
663691,663696,1
663690,663694,1
663692,663697,1
663690,663696,1
663692,663696,1
663690,663695,1
663691,663694,1
663692,663695,1
663694,663697,1
663691,663693,1
2233322,2233323,1
2233322,2233324,1
2233322,2233325,1
2233323,2233324,1
2233323,2233325,1
2233324,2233325,1
2212762,2212763,1
2163082,2163083,1
666596,666597,1
2215954,2215955,1
2215954,2215956,1
2215954,2215957,1
2215955,2215956,1
2215955,2215957,1
2215956,2215957,1
2250703,2250704,1
2250703,2250705,1
2250704,2250705,1
2264240,2264241,1
2259825,2259826,1
2273461,2273462,1
2273461,2273463,1
2273462,2273463,1
6325,6326,1
2189293,2189294,1
2189295,2189297,1
2189293,2189297,1
2189294,2189297,1
2189293,2189296,1
2189294,2189296,1
2189292,2189295,1
2189294,2189295,1
2189292,2189296,1
2189296,2189297,1
2235918,2235920,1
2235917,2235929,1
2235919,2235925,1
2235917,2235921,1
2235921,2235924,1
2235919,2235921,1
2235925,2235926,1
2235919,2235924,1
2235918,2235927,1
2235920,2235929,1
16727,16728,1
2186394,2186395,1
2186394,2186396,1
2186394,2186397,1
2186395,2186396,1
2186395,2186397,1
2186396,2186397,1
24825,24826,1
24825,24827,1
24825,24828,1
24825,24829,1
24826,24827,1
24826,24828,1
24826,24829,1
24827,24828,1
24827,24829,1
24828,24829,1
2180744,2180759,1
2180747,2180773,1
2180768,2180770,1
2180781,2180791,1
2180754,2180766,1
2180776,2180787,1
2180743,2180777,1
2180781,2180794,1
2180752,2180757,1
2180755,2180758,1
24225,24226,1
24225,24227,1
24225,24228,1
24226,24227,1
24226,24228,1
24227,24228,1
2285376,2285379,1
2285374,2285384,1
2285381,2285384,1
2285376,2285384,1
2285374,2285380,1
2285377,2285382,1
2285378,2285382,1
2285378,2285379,1
2285380,2285382,1
2285377,2285378,1
2254026,2254027,1
2234509,2234510,1
1733,1734,1
2265515,2265516,1
2179494,2179495,1
2195712,2195716,1
2195715,2195721,1
2195717,2195718,1
2195713,2195721,1
2195717,2195720,1
2195716,2195718,1
2195712,2195714,1
2195713,2195720,1
2195716,2195721,1
2195714,2195720,1
2276407,2276409,1
2276402,2276409,1
2276404,2276405,1
2276405,2276408,1
2276405,2276407,1
2276406,2276407,1
2276403,2276409,1
2276403,2276406,1
2276404,2276406,1
2276406,2276409,1
2271729,2271730,1
2247289,2247290,1
2266834,2266835,1
2266834,2266836,1
2266834,2266837,1
2266835,2266836,1
2266835,2266837,1
2266836,2266837,1
2181462,2181463,1
3998,3999,1
3998,4000,1
3998,4001,1
3999,4000,1
3999,4001,1
4000,4001,1
2150601,2150602,1
23714,23715,1
23714,23716,1
23714,23717,1
23715,23716,1
23715,23717,1
23716,23717,1
2220041,2220042,1
2220041,2220043,1
2220041,2220044,1
2220041,2220045,1
2220042,2220043,1
2220042,2220044,1
2220042,2220045,1
2220043,2220044,1
2220043,2220045,1
2220044,2220045,1
2299727,2299728,1
2158163,2158164,1
2158163,2158165,1
2158164,2158165,1
2168921,2168922,1
2263315,2263316,1
2232289,2232290,1
2232408,2232409,1
2212898,2212903,1
2212898,2212900,1
2212899,2212900,1
2212900,2212901,1
2212902,2212903,1
2212898,2212902,1
2212899,2212902,1
2212900,2212903,1
2212901,2212902,1
2212899,2212901,1
2300453,2300455,1
2300450,2300453,1
2300452,2300455,1
2300451,2300452,1
2300450,2300455,1
2300450,2300452,1
2300452,2300454,1
2300451,2300453,1
2300450,2300451,1
2300452,2300453,1
612534,612535,1
612534,612536,1
612535,612536,1
2192651,2192655,1
2192653,2192657,1
2192651,2192654,1
2192655,2192657,1
2192656,2192657,1
2192651,2192657,1
2192652,2192656,1
2192654,2192656,1
2192654,2192655,1
2192651,2192652,1
2269601,2269602,1
2218981,2218982,1
2250490,2250491,1
2250490,2250492,1
2250490,2250493,1
2250491,2250492,1
2250491,2250493,1
2250492,2250493,1
2251680,2251681,1
2251680,2251682,1
2251681,2251682,1
25678,25680,1
25677,25679,1
25678,25679,1
25677,25682,1
25679,25681,1
25680,25682,1
25678,25681,1
25677,25678,1
25679,25680,1
25677,25681,1
2269604,2269605,1
28177,28178,1
2241675,2241676,1
2229893,2229896,1
2229892,2229893,1
2229892,2229895,1
2229893,2229895,1
2229895,2229897,1
2229894,2229895,1
2229892,2229897,1
2229893,2229897,1
2229894,2229897,1
2229892,2229896,1
2211620,2211621,1
2284315,2284319,1
2284314,2284315,1
2284314,2284318,1
2284315,2284318,1
2284318,2284319,1
2284316,2284317,1
2284314,2284317,1
2284315,2284317,1
2284317,2284319,1
2284316,2284318,1
662630,662631,1
662630,662632,1
662630,662633,1
662630,662634,1
662631,662632,1
662631,662633,1
662631,662634,1
662632,662633,1
662632,662634,1
662633,662634,1
2180447,2180449,1
2180440,2180443,1
2180447,2180448,1
2180439,2180440,1
2180443,2180449,1
2180441,2180442,1
2180439,2180443,1
2180446,2180448,1
2180442,2180443,1
2180442,2180449,1
645308,645316,1
645310,645312,1
645317,645323,1
645314,645325,1
645317,645326,1
645312,645315,1
645313,645326,1
645310,645325,1
645315,645318,1
645310,645318,1
2160923,2160924,1
2156543,2156544,1
2156543,2156545,1
2156543,2156546,1
2156544,2156545,1
2156544,2156546,1
2156545,2156546,1
2276454,2276457,1
2276453,2276456,1
2276456,2276457,1
2276451,2276453,1
2276450,2276455,1
2276452,2276453,1
2276452,2276456,1
2276450,2276454,1
2276453,2276455,1
2276452,2276455,1
2246764,2246765,1
2246764,2246766,1
2246765,2246766,1
2195184,2195185,1
2195184,2195186,1
2195185,2195186,1
665684,665686,1
665684,665689,1
665686,665688,1
665683,665690,1
665685,665690,1
665686,665690,1
665688,665690,1
665685,665686,1
665689,665690,1
665683,665685,1
2210683,2210684,1
2210683,2210685,1
2210684,2210685,1
656098,656099,1
656098,656100,1
656098,656101,1
656099,656100,1
656099,656101,1
656100,656101,1
2214183,2214186,1
2214184,2214185,1
2214183,2214185,1
2214181,2214185,1
2214180,2214184,1
2214181,2214184,1
2214183,2214184,1
2214181,2214183,1
2214180,2214186,1
2214181,2214186,1
621395,621399,1
621400,621405,1
621399,621409,1
621395,621401,1
621398,621408,1
621397,621404,1
621395,621397,1
621403,621409,1
621396,621408,1
621398,621400,1
2259016,2259017,1
38053,38054,1
2186574,2186582,1
2186571,2186573,1
2186574,2186579,1
2186575,2186582,1
2186577,2186584,1
2186579,2186581,1
2186573,2186574,1
2186572,2186583,1
2186573,2186577,1
2186575,2186580,1
2195355,2195356,1
2190458,2190461,1
2190457,2190459,1
2190461,2190462,1
2190458,2190460,1
2190457,2190458,1
2190457,2190461,1
2190459,2190461,1
2190458,2190459,1
2190460,2190461,1
2190459,2190460,1
4624,4625,1
4624,4626,1
4625,4626,1
39324,39327,1
39327,39328,1
39325,39327,1
39326,39329,1
39324,39329,1
39325,39329,1
39326,39328,1
39325,39326,1
39326,39327,1
39324,39328,1
2285502,2285503,1
2285502,2285504,1
2285503,2285504,1
41265,41298,1
41238,41267,1
41257,41309,1
41278,41289,1
41224,41257,1
41224,41266,1
41246,41272,1
41224,41230,1
41272,41294,1
41232,41256,1
2229140,2229141,1
2255148,2255149,1
2255148,2255150,1
2255148,2255151,1
2255148,2255152,1
2255149,2255150,1
2255149,2255151,1
2255149,2255152,1
2255150,2255151,1
2255150,2255152,1
2255151,2255152,1
6867,6868,1
2269766,2269767,1
2269766,2269768,1
2269766,2269769,1
2269766,2269770,1
2269767,2269768,1
2269767,2269769,1
2269767,2269770,1
2269768,2269769,1
2269768,2269770,1
2269769,2269770,1
2220945,2220946,1
665952,665953,1
665952,665954,1
665953,665954,1
9169,9170,1
9169,9171,1
9169,9172,1
9170,9171,1
9170,9172,1
9171,9172,1
2228040,2228041,1
2253121,2253122,1
2253121,2253123,1
2253121,2253124,1
2253122,2253123,1
2253122,2253124,1
2253123,2253124,1
651204,651205,1
651199,651205,1
651201,651202,1
651200,651204,1
651204,651207,1
651202,651204,1
651198,651207,1
651200,651203,1
651205,651207,1
651198,651200,1
2207238,2207239,1
2207238,2207240,1
2207239,2207240,1
2183558,2183559,1
2183558,2183560,1
2183558,2183561,1
2183558,2183562,1
2183559,2183560,1
2183559,2183561,1
2183559,2183562,1
2183560,2183561,1
2183560,2183562,1
2183561,2183562,1
16165,16166,1
2265954,2265955,1
2152355,2152356,1
2206811,2206812,1
2206811,2206813,1
2206812,2206813,1
2196103,2196104,1
2196103,2196105,1
2196104,2196105,1
2262016,2262017,1
2220090,2220093,1
2220092,2220093,1
2220087,2220093,1
2220088,2220093,1
2220088,2220090,1
2220090,2220092,1
2220089,2220091,1
2220088,2220089,1
2220087,2220088,1
2220087,2220091,1
2189326,2189333,1
2189320,2189331,1
2189319,2189325,1
2189323,2189328,1
2189327,2189331,1
2189322,2189334,1
2189334,2189337,1
2189318,2189330,1
2189322,2189337,1
2189325,2189326,1
2249101,2249102,1
2286431,2286436,1
2286430,2286435,1
2286433,2286436,1
2286432,2286435,1
2286430,2286434,1
2286433,2286434,1
2286430,2286433,1
2286431,2286433,1
2286435,2286436,1
2286432,2286433,1
38417,38418,1
38417,38431,1
38396,38401,1
38412,38414,1
38421,38434,1
38401,38414,1
38401,38426,1
38397,38407,1
38394,38409,1
38413,38429,1
197,198,1
197,199,1
197,200,1
197,201,1
198,199,1
198,200,1
198,201,1
199,200,1
199,201,1
200,201,1
2227743,2227746,1
2227742,2227743,1
2227744,2227745,1
2227741,2227746,1
2227742,2227745,1
2227743,2227745,1
2227742,2227744,1
2227741,2227742,1
2227743,2227744,1
2227741,2227745,1
9043,9044,1
2264071,2264072,1
2264071,2264075,1
2264070,2264074,1
2264069,2264072,1
2264070,2264071,1
2264069,2264075,1
2264072,2264074,1
2264069,2264074,1
2264071,2264073,1
2264072,2264073,1
2186382,2186388,1
2186385,2186392,1
2186380,2186392,1
2186382,2186384,1
2186385,2186388,1
2186382,2186383,1
2186383,2186391,1
2186380,2186393,1
2186382,2186385,1
2186379,2186381,1
655643,655644,1
655643,655645,1
655644,655645,1
2225880,2225881,1
2202218,2202219,1
2211010,2211011,1
34877,34878,1
34877,34879,1
34878,34879,1
2226298,2226299,1
2284679,2284680,1
2284679,2284681,1
2284680,2284681,1
2227629,2227630,1
4026,4029,1
4024,4030,1
4024,4029,1
4023,4027,1
4022,4028,1
4028,4031,1
4029,4031,1
4025,4031,1
4026,4030,1
4024,4027,1
23057,23058,1
23057,23059,1
23058,23059,1
2151905,2151909,1
2151899,2151904,1
2151904,2151906,1
2151904,2151905,1
2151900,2151904,1
2151899,2151902,1
2151901,2151907,1
2151899,2151905,1
2151903,2151909,1
2151904,2151909,1
2222061,2222063,1
2222062,2222063,1
2222064,2222065,1
2222061,2222062,1
