Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,technique_id,alert_text,first_time_seen,target_vulnerable,ti_match,campaign_id,stage_order
192.168.10.25-52.84.145.179-49618-443-6,192.168.10.25,49618.0,52.84.145.179,443.0,6.0,2017-07-04 02:25:00,32027865.0,2.0,0.0,74.0,0.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,2.31048807,0.062445624,32000000.0,0.0,32000000.0,32000000.0,32000000.0,32000000.0,0.0,32000000.0,32000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,0.062445624,0.0,37.0,37.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,55.5,37.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,0.0,0.0,65535.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.25 to 52.84.145.179 on port 443.0 via protocol 6.0,0,1,0,16930,7213
172.16.0.1-192.168.10.50-25581-80-6,172.16.0.1,25581.0,192.168.10.50,80.0,6.0,2017-07-07 04:04:00,7145784.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.198279713,0.699713285,1786446.0,3570898.667,7142794.0,981.0,7145784.0,1786446.0,3570898.667,7142794.0,981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.699713285,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,2990.0,0.0,2990.0,2990.0,7142794.0,0.0,7142794.0,7142794.0,DDoS,T1498,Attack DDoS from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10637,54467
172.16.0.1-192.168.10.50-61786-80-6,172.16.0.1,61786.0,192.168.10.50,80.0,6.0,2017-07-07 04:02:00,81916418.0,8.0,4.0,56.0,11607.0,20.0,0.0,7.0,5.656854249,11595.0,0.0,2901.75,5795.50069,142.376831,0.14649078,7446947.091,23300000.0,77600000.0,1.0,80200000.0,11500000.0,29200000.0,77600000.0,1.0,1671588.0,557196.0,963249.4629,1669460.0,4.0,0.0,0.0,0.0,0.0,172.0,92.0,0.09766052,0.04883026,0.0,11595.0,897.6153846,3214.167532,10300000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,972.4166667,7.0,2901.75,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,4.0,11607.0,256.0,229.0,6.0,20.0,2687969.0,0.0,2687969.0,2687969.0,77600000.0,0.0,77600000.0,77600000.0,DDoS,T1498,Attack DDoS from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10637,39435
192.168.10.3-192.168.10.8-53-57343-17,192.168.10.8,57343.0,192.168.10.3,53.0,17.0,2017-07-05 01:51:00,178.0,2.0,2.0,60.0,266.0,30.0,30.0,30.0,0.0,133.0,133.0,133.0,0.0,1831460.674,22471.91011,59.33333333,95.84014469,170.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,11235.95506,11235.95506,30.0,133.0,71.2,56.41542342,3182.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,89.0,30.0,133.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,266.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.8 to 192.168.10.3 on port 53.0 via protocol 17.0,0,1,0,16972,2521
172.16.0.1-192.168.10.50-35734-80-6,172.16.0.1,35734.0,192.168.10.50,80.0,6.0,2017-07-07 04:11:00,11741651.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.044005566,0.340667594,3913883.667,6779043.634,11700000.0,1.0,11700000.0,3913883.667,6779043.634,11700000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.340667594,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,2.0,0.0,2.0,2.0,11700000.0,0.0,11700000.0,11700000.0,DDoS,T1498,Attack DDoS from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10637,97714
192.168.10.19-103.27.148.71-52126-80-6,103.27.148.71,80.0,192.168.10.19,52126.0,6.0,2017-07-05 03:06:00,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,250000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,229.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 103.27.148.71 to 192.168.10.19 on port 52126.0 via protocol 6.0,0,1,0,114,32
172.16.0.1-192.168.10.50-28497-80-6,192.168.10.50,80.0,172.16.0.1,28497.0,6.0,2017-07-07 04:06:00,621137.0,1.0,5.0,6.0,30.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,57.95822822,9.659704703,124227.4,261778.0617,592062.0,0.0,0.0,0.0,0.0,0.0,0.0,594086.0,148521.5,295695.1969,592062.0,0.0,0.0,0.0,0.0,0.0,20.0,100.0,1.609950784,8.049753919,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.50 to 172.16.0.1 on port 28497.0 via protocol 6.0,0,0,0,16960,17896
172.16.0.1-192.168.10.50-45696-1011-6,172.16.0.1,45696.0,192.168.10.50,1011.0,6.0,2017-07-07 02:55:00,81.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,74074.07407,24691.35802,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,12345.67901,12345.67901,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 1011.0 via protocol 6.0,0,0,0,10636,96272
172.16.0.1-192.168.10.50-39070-8181-6,172.16.0.1,39070.0,192.168.10.50,8181.0,6.0,2017-07-07 02:52:00,50.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,160000.0,40000.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,20000.0,20000.0,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 8181.0 via protocol 6.0,0,0,0,10636,37849
172.16.0.1-192.168.10.50-38786-3077-6,172.16.0.1,38786.0,192.168.10.50,3077.0,6.0,2017-07-07 02:54:00,73.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,82191.78082,27397.26027,73.0,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,13698.63014,13698.63014,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 3077.0 via protocol 6.0,0,0,0,10636,76635
131.202.1.10-192.168.10.5-443-51983-6,192.168.10.5,51983.0,131.202.1.10,443.0,6.0,2017-07-05 01:09:00,6085741.0,124.0,123.0,4353.0,182201.0,1089.0,0.0,35.10483871,156.0922084,4050.0,0.0,1481.308943,592.9980943,30654.27858,40.5866763,24738.78455,316484.4898,4946805.0,1.0,1138936.0,9259.642276,41853.71971,325103.0,2.0,6084306.0,49871.36066,454391.3539,5005293.0,1.0,0.0,0.0,0.0,0.0,4288.0,2472.0,20.37549741,20.21117889,0.0,4050.0,752.233871,843.2017121,710989.1273,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,755.2793522,35.10483871,1481.308943,4288.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,4353.0,123.0,182201.0,8192.0,345.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.5 to 131.202.1.10 on port 443.0 via protocol 6.0,0,0,0,16948,138
172.16.0.1-192.168.10.50-50476-22-6,172.16.0.1,50476.0,192.168.10.50,22.0,6.0,2017-07-07 02:55:00,1302.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.196621,434.0,655.6134532,1191.0,49.0,1302.0,651.0,851.3565645,1253.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,2304.147465,768.0491551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 22.0 via protocol 6.0,0,0,0,10636,113213
172.16.0.1-192.168.10.50-56253-80-6,172.16.0.1,56253.0,192.168.10.50,80.0,6.0,2017-07-07 04:00:00,4680909.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.409011583,1.068168597,1170227.25,2339808.501,4679940.0,236.0,4680909.0,1170227.25,2339808.501,4679940.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.068168597,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS,T1498,Attack DDoS from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10637,25062
192.168.10.3-192.168.10.15-53-63064-17,192.168.10.15,63064.0,192.168.10.3,53.0,17.0,2017-07-07 09:25:00,69768.0,4.0,2.0,200.0,310.0,50.0,50.0,50.0,0.0,155.0,155.0,155.0,0.0,7309.94152,85.99931201,13953.6,27104.14665,62085.0,3.0,62182.0,20727.33333,35816.78998,62085.0,48.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,80.0,64.0,57.33287467,28.66643734,50.0,155.0,80.0,51.23475383,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333,50.0,155.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,200.0,2.0,310.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.15 to 192.168.10.3 on port 53.0 via protocol 17.0,0,1,0,16905,1525
172.16.0.1-192.168.10.50-45204-6101-6,172.16.0.1,45204.0,192.168.10.50,6101.0,6.0,2017-07-07 02:55:00,41.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,146341.4634,48780.4878,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,24390.2439,24390.2439,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 6101.0 via protocol 6.0,0,0,0,10636,127873
172.16.0.1-192.168.10.50-51026-80-6,172.16.0.1,51026.0,192.168.10.50,80.0,6.0,2017-07-05 11:00:00,9975.0,2.0,1.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1203.007519,300.7518797,4987.5,7005.306881,9941.0,34.0,9975.0,9975.0,0.0,9975.0,9975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,200.5012531,100.2506266,0.0,6.0,4.5,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,235.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,235603
172.16.0.1-192.168.10.50-52130-1277-6,172.16.0.1,52130.0,192.168.10.50,1277.0,6.0,2017-07-07 02:55:00,41.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,146341.4634,48780.4878,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,24390.2439,24390.2439,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 1277.0 via protocol 6.0,0,0,0,10636,119903
172.16.0.1-192.168.10.50-45371-12174-6,172.16.0.1,45371.0,192.168.10.50,12174.0,6.0,2017-07-07 02:51:00,74.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,108108.1081,27027.02703,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,13513.51351,13513.51351,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 12174.0 via protocol 6.0,0,0,0,10636,6247
172.16.0.1-192.168.10.50-59410-80-6,172.16.0.1,59410.0,192.168.10.50,80.0,6.0,2017-07-05 10:53:00,86476844.0,8.0,4.0,327.0,11595.0,321.0,0.0,40.875,113.2070638,11595.0,0.0,2898.75,5797.5,137.8634956,0.138765471,7861531.273,25700000.0,85500000.0,2.0,86500000.0,12400000.0,32200000.0,85500000.0,2.0,3239.0,1079.666667,1511.747774,2809.0,9.0,0.0,0.0,0.0,0.0,260.0,136.0,0.092510314,0.046255157,0.0,11595.0,917.0769231,3209.539309,10300000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,993.5,40.875,2898.75,260.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,327.0,4.0,11595.0,251.0,235.0,2.0,20.0,9.0,0.0,9.0,9.0,85500000.0,0.0,85500000.0,85500000.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,156104
172.16.0.1-192.168.10.50-58144-80-6,172.16.0.1,58144.0,192.168.10.50,80.0,6.0,2017-07-05 10:56:00,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,192217
169.55.165.137-192.168.10.16-443-50130-6,192.168.10.16,50130.0,169.55.165.137,443.0,6.0,2017-07-06 11:23:00,16108683.0,12.0,12.0,2028.0,8705.0,1713.0,0.0,169.0,490.1979192,1804.0,0.0,725.4166667,743.7558811,666.2866232,1.489879713,700377.5217,2279006.522,10000000.0,4.0,11100000.0,1012489.545,2996352.118,10000000.0,217.0,16100000.0,1462369.273,3201954.586,10100000.0,4.0,0.0,0.0,0.0,0.0,392.0,392.0,0.744939856,0.744939856,0.0,1804.0,429.32,670.1283285,449071.9767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,447.2083333,169.0,725.4166667,392.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2028.0,12.0,8705.0,29200.0,12.0,3.0,32.0,1109303.0,0.0,1109303.0,1109303.0,10000000.0,0.0,10000000.0,10000000.0,BENIGN,,Attack BENIGN from 192.168.10.16 to 169.55.165.137 on port 443.0 via protocol 6.0,0,1,0,16911,4901
192.168.10.3-192.168.10.51-53-12034-17,192.168.10.51,12034.0,192.168.10.3,53.0,17.0,2017-07-06 03:21:00,373.0,2.0,2.0,104.0,220.0,52.0,52.0,52.0,0.0,110.0,110.0,110.0,0.0,868632.7078,10723.86059,124.3333333,210.155498,367.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,5361.930295,5361.930295,52.0,110.0,75.2,31.76790834,1009.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0,52.0,110.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,104.0,2.0,220.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.51 to 192.168.10.3 on port 53.0 via protocol 17.0,0,1,0,16966,4049
172.16.0.1-192.168.10.50-56098-80-6,172.16.0.1,56098.0,192.168.10.50,80.0,6.0,2017-07-05 10:43:00,84692838.0,9.0,7.0,377.0,11595.0,377.0,0.0,41.88888889,125.6666667,5792.0,0.0,1656.428571,2118.227235,141.3578796,0.188917981,5646189.2,21600000.0,83500000.0,1.0,84600000.0,10600000.0,29500000.0,83500000.0,1.0,151221.0,25203.5,54480.12183,135741.0,13.0,0.0,0.0,0.0,0.0,304.0,232.0,0.106266365,0.082651617,0.0,5792.0,704.2352941,1537.827873,2364914.566,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,748.25,41.88888889,1656.428571,304.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,377.0,7.0,11595.0,274.0,235.0,1.0,32.0,993.0,0.0,993.0,993.0,83500000.0,0.0,83500000.0,83500000.0,DoS Hulk,T1498,Attack DoS Hulk from 172.16.0.1 to 192.168.10.50 on port 80.0 via protocol 6.0,0,0,0,10629,15374
192.168.10.8-204.154.111.109-53238-443-6,192.168.10.8,53238.0,204.154.111.109,443.0,6.0,2017-07-06 01:37:00,5056664.0,8.0,5.0,387.0,4928.0,206.0,0.0,48.375,76.24759949,1955.0,2.0,985.6,898.7203681,1051.088227,2.570864902,421388.6667,1362039.001,4742851.0,3.0,5056664.0,722380.5714,1774743.001,4742851.0,3.0,82399.0,20599.75,23682.90433,43038.0,48.0,0.0,0.0,0.0,0.0,172.0,104.0,1.582070709,0.988794193,0.0,1955.0,379.6428571,686.6555073,471495.7857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,408.8461538,48.375,985.6,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,387.0,5.0,4928.0,8192.0,30016.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,,Attack BENIGN from 192.168.10.8 to 204.154.111.109 on port 443.0 via protocol 6.0,0,0,0,16974,2529
172.16.0.1-192.168.10.50-40790-9103-6,172.16.0.1,40790.0,192.168.10.50,9103.0,6.0,2017-07-07 02:54:00,105.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,57142.85714,19047.61905,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,9523.809524,9523.809524,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 9103.0 via protocol 6.0,0,0,0,10636,74297
172.16.0.1-192.168.10.50-23553-80-6,192.168.10.50,80.0,172.16.0.1,23553.0,6.0,2017-07-07 04:02:00,11214354.0,1.0,5.0,6.0,30.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,3.210171536,0.535028589,2242870.8,5006194.993,11200000.0,1.0,0.0,0.0,0.0,0.0,0.0,11200000.0,2802677.5,5597031.427,11200000.0,1.0,0.0,0.0,0.0,0.0,20.0,100.0,0.089171432,0.445857158,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,20.0,16134.0,0.0,16134.0,16134.0,11200000.0,0.0,11200000.0,11200000.0,BENIGN,,Attack BENIGN from 192.168.10.50 to 172.16.0.1 on port 23553.0 via protocol 6.0,0,0,0,16960,12027
172.16.0.1-192.168.10.50-33526-8080-6,172.16.0.1,33526.0,192.168.10.50,8080.0,6.0,2017-07-07 02:55:00,43.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,23255.81395,23255.81395,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 8080.0 via protocol 6.0,0,0,0,10636,132853
172.16.0.1-192.168.10.50-51766-1971-6,172.16.0.1,51766.0,192.168.10.50,1971.0,6.0,2017-07-07 02:55:00,43.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,23255.81395,23255.81395,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan,T1046,Attack PortScan from 172.16.0.1 to 192.168.10.50 on port 1971.0 via protocol 6.0,0,0,0,10636,129592
